고객ID,고객등급,성별,연령대,지역,가입일,최근문의일,누적문의수,마케팅수신동의,이탈위험도
CUST-11350,일반,여,50대,경기,2023-10-17,2023-12-12,8,Y,낮음
CUST-11351,SILVER,남,30대,서울,2022-03-30,2022-04-07,6,Y,보통
CUST-11352,일반,여,30대,서울,2021-03-04,2021-04-13,2,Y,낮음
CUST-11353,일반,여,20대,서울,2020-01-23,2020-09-16,5,N,낮음
CUST-11354,GOLD,여,40대,충남,2020-05-20,2020-09-19,16,Y,낮음
CUST-11355,GOLD,남,40대,경북,2021-08-08,2022-07-15,13,Y,낮음
CUST-11356,SILVER,여,40대,충북,2023-11-15,2024-10-22,6,N,보통
CUST-11357,GOLD,남,30대,서울,2021-10-09,2022-09-26,14,Y,낮음
CUST-11358,VIP,여,50대,경북,2022-08-21,2023-07-07,16,N,높음
CUST-11359,GOLD,남,40대,경기,2021-08-30,2021-12-23,7,N,보통
CUST-11360,GOLD,여,40대,인천,2021-11-26,2022-02-07,9,N,보통
CUST-11361,일반,남,40대,경남,2020-01-18,2020-05-19,1,Y,높음
CUST-11362,일반,남,30대,서울,2021-08-13,2021-10-24,1,Y,낮음
CUST-11363,일반,여,60대 이상,경기,2023-10-28,2024-09-27,3,Y,낮음
CUST-11364,일반,여,40대,서울,2023-07-26,2024-03-14,1,Y,낮음
CUST-11365,일반,남,40대,광주,2022-06-20,2022-08-15,1,N,낮음
CUST-11366,일반,남,40대,경남,2020-03-30,2021-03-12,1,N,보통
CUST-11367,일반,남,40대,전북,2020-05-25,2020-08-22,6,N,낮음
CUST-11368,일반,여,40대,부산,2020-03-06,2020-08-13,3,N,보통
CUST-11369,SILVER,남,60대 이상,대전,2022-05-20,2023-05-01,2,Y,낮음
CUST-11370,일반,여,40대,인천,2022-07-10,2023-06-19,2,Y,낮음
CUST-11371,GOLD,남,30대,제주,2023-01-19,2023-02-03,8,N,낮음
CUST-11372,GOLD,여,30대,서울,2021-09-18,2022-06-26,13,Y,보통
CUST-11373,일반,여,50대,부산,2021-03-24,2021-05-25,1,Y,보통
CUST-11374,SILVER,여,50대,서울,2023-10-04,2024-04-07,6,Y,낮음
CUST-11375,일반,여,50대,전북,2020-09-06,2021-03-14,5,Y,높음
CUST-11376,일반,여,30대,광주,2023-04-15,2023-07-21,6,N,낮음
CUST-11377,일반,여,20대,경기,2022-10-02,2023-10-01,3,N,낮음
CUST-11378,SILVER,남,30대,경기,2020-12-11,2021-03-06,12,Y,낮음
CUST-11379,SILVER,여,20대,경남,2022-05-08,2022-12-17,1,Y,낮음
CUST-11380,SILVER,여,50대,경기,2023-09-25,2024-02-24,9,Y,낮음
CUST-11381,GOLD,여,40대,부산,2021-09-25,2022-08-19,8,N,낮음
CUST-11382,일반,여,40대,경남,2021-08-30,2022-06-14,4,N,보통
CUST-11383,일반,남,50대,경기,2022-11-09,2023-10-17,4,Y,높음
CUST-11384,일반,여,60대 이상,서울,2021-02-17,2022-02-13,1,Y,낮음
CUST-11385,GOLD,여,50대,서울,2021-08-15,2022-01-16,15,Y,낮음
CUST-11386,SILVER,여,20대,서울,2022-05-26,2022-05-28,5,Y,높음
CUST-11387,일반,여,40대,대구,2020-11-12,2021-05-08,1,Y,낮음
CUST-11388,GOLD,여,40대,전북,2023-10-05,2024-09-13,9,N,높음
CUST-11389,SILVER,여,60대 이상,경기,2021-02-11,2021-02-12,2,N,보통
CUST-11390,GOLD,남,40대,경기,2020-06-22,2021-04-09,1,N,높음
CUST-11391,일반,여,50대,경기,2022-10-30,2023-04-19,2,Y,낮음
CUST-11392,SILVER,남,20대,인천,2023-05-15,2023-09-14,4,Y,보통
CUST-11393,일반,여,60대 이상,전남,2022-08-23,2023-05-19,2,Y,낮음
CUST-11394,VIP,여,40대,경기,2022-08-26,2023-08-13,29,N,높음
CUST-11395,일반,여,40대,대구,2022-01-10,2022-02-26,5,N,낮음
CUST-11396,일반,여,40대,서울,2020-03-16,2020-08-10,2,N,낮음
CUST-11397,일반,남,50대,충남,2020-09-14,2021-03-28,3,N,보통
CUST-11398,SILVER,남,50대,서울,2022-10-27,2023-02-05,6,N,보통
CUST-11399,일반,남,40대,경북,2023-08-14,2023-11-11,6,Y,낮음
CUST-11400,SILVER,여,10대,부산,2023-01-03,2023-05-23,6,Y,낮음
CUST-11401,일반,남,40대,강원,2021-05-29,2021-08-15,2,Y,낮음
CUST-11402,일반,남,50대,충북,2023-06-07,2024-02-18,2,N,높음
CUST-11403,일반,남,50대,서울,2020-02-29,2020-07-03,5,N,낮음
CUST-11404,GOLD,남,60대 이상,경기,2021-01-24,2021-12-15,5,Y,낮음
CUST-11405,일반,남,30대,경기,2021-10-20,2021-11-09,1,Y,보통
CUST-11406,일반,여,50대,충남,2021-04-23,2022-03-14,1,Y,높음
CUST-11407,일반,남,40대,경북,2023-02-02,2023-06-16,5,Y,낮음
CUST-11408,일반,여,50대,서울,2021-11-15,2022-02-07,6,N,보통
CUST-11409,일반,여,30대,인천,2023-04-26,2023-12-14,4,Y,높음
CUST-11410,SILVER,남,40대,경기,2020-06-06,2021-03-26,4,Y,낮음
CUST-11411,SILVER,남,40대,인천,2021-04-22,2021-08-14,7,Y,낮음
CUST-11412,일반,남,30대,부산,2023-04-08,2024-03-19,1,N,보통
CUST-11413,일반,여,60대 이상,경기,2023-12-31,2024-04-30,4,N,낮음
CUST-11414,VIP,남,30대,경북,2022-03-26,2022-06-01,42,N,낮음
CUST-11415,VIP,남,50대,경기,2021-08-27,2022-01-02,25,Y,낮음
CUST-11416,VIP,남,20대,서울,2021-06-27,2021-07-09,23,Y,높음
CUST-11417,일반,여,30대,대전,2023-09-16,2024-06-27,1,Y,낮음
CUST-11418,일반,남,60대 이상,대구,2021-08-19,2022-01-29,5,N,낮음
CUST-11419,일반,남,30대,부산,2023-12-17,2024-06-20,4,Y,낮음
CUST-11420,일반,여,20대,인천,2023-09-04,2024-04-11,3,Y,보통
CUST-11421,SILVER,남,30대,대구,2020-04-15,2021-03-28,2,Y,낮음
CUST-11422,SILVER,남,20대,강원,2020-10-04,2021-03-30,7,Y,보통
CUST-11423,일반,남,20대,전남,2023-05-14,2023-12-16,1,Y,낮음
CUST-11424,GOLD,남,60대 이상,대구,2022-01-02,2022-01-13,19,N,낮음
CUST-11425,일반,여,10대,경기,2021-04-15,2021-05-26,3,Y,보통
CUST-11426,SILVER,남,20대,경기,2020-08-07,2021-03-24,5,N,낮음
CUST-11427,SILVER,여,30대,인천,2023-05-30,2023-10-01,4,Y,낮음
CUST-11428,일반,여,60대 이상,서울,2021-08-03,2021-10-04,3,N,높음
CUST-11429,SILVER,여,30대,충남,2023-10-30,2023-11-26,1,N,낮음
CUST-11430,일반,남,50대,서울,2021-07-16,2022-01-14,3,N,낮음
CUST-11431,일반,남,40대,대전,2023-12-31,2024-04-29,1,Y,보통
CUST-11432,일반,남,40대,대구,2023-02-01,2023-03-31,3,Y,높음
CUST-11433,일반,남,40대,광주,2022-03-17,2022-12-20,3,N,보통
CUST-11434,SILVER,여,30대,인천,2022-02-09,2022-05-07,2,N,보통
CUST-11435,일반,남,40대,부산,2021-08-18,2022-06-26,2,Y,낮음
CUST-11436,GOLD,남,40대,경기,2023-06-28,2024-01-18,6,Y,낮음
CUST-11437,VIP,남,20대,인천,2020-07-06,2021-05-22,28,Y,보통
CUST-11438,일반,남,30대,부산,2021-02-15,2021-04-11,2,Y,낮음
CUST-11439,SILVER,남,20대,부산,2021-06-22,2021-08-03,1,N,낮음
CUST-11440,일반,여,40대,울산,2023-11-26,2024-04-24,1,N,낮음
CUST-11441,SILVER,여,30대,서울,2021-04-13,2021-11-04,5,Y,보통
CUST-11442,일반,남,30대,서울,2020-12-25,2021-04-19,3,Y,보통
CUST-11443,일반,여,30대,전북,2023-07-13,2023-09-13,3,Y,높음
CUST-11444,일반,여,20대,인천,2023-11-23,2024-07-07,4,Y,낮음
CUST-11445,일반,남,40대,부산,2020-09-27,2021-08-09,7,N,낮음
CUST-11446,일반,여,30대,대구,2021-11-06,2022-08-11,3,N,보통
CUST-11447,SILVER,남,40대,경남,2022-04-07,2022-07-04,3,N,높음
CUST-11448,SILVER,남,10대,서울,2022-05-11,2022-06-19,12,N,낮음
CUST-11449,GOLD,여,60대 이상,서울,2022-07-27,2022-11-30,22,N,낮음
CUST-11450,일반,여,60대 이상,경남,2021-01-16,2021-01-18,1,N,낮음
CUST-11451,일반,남,40대,서울,2023-06-26,2023-11-16,7,N,보통
CUST-11452,일반,남,40대,경기,2020-02-19,2020-06-12,2,N,낮음
CUST-11453,일반,남,20대,경남,2021-04-28,2021-05-13,4,N,낮음
CUST-11454,SILVER,여,40대,서울,2021-05-15,2022-05-10,1,N,보통
CUST-11455,일반,남,50대,경기,2020-11-17,2021-04-14,2,N,보통
CUST-11456,SILVER,여,30대,경기,2022-03-06,2022-06-01,10,N,보통
CUST-11457,일반,여,20대,충남,2022-08-05,2022-12-15,1,N,낮음
CUST-11458,일반,여,50대,전남,2023-03-26,2023-11-14,1,Y,보통
CUST-11459,SILVER,남,60대 이상,대구,2023-07-07,2024-06-17,9,N,보통
CUST-11460,GOLD,여,20대,서울,2022-06-09,2023-05-29,13,N,낮음
CUST-11461,일반,여,30대,경기,2020-07-13,2021-03-21,2,Y,보통
CUST-11462,일반,남,50대,경기,2023-05-11,2023-12-17,2,Y,보통
CUST-11463,GOLD,남,30대,경북,2022-05-28,2023-01-06,11,N,보통
CUST-11464,일반,남,50대,경기,2020-12-25,2021-10-15,6,Y,낮음
CUST-11465,일반,남,40대,대구,2021-07-13,2022-01-27,2,N,높음
CUST-11466,GOLD,여,30대,경북,2022-04-21,2023-01-27,14,N,낮음
CUST-11467,일반,여,30대,부산,2022-11-17,2023-11-03,4,Y,보통
CUST-11468,일반,남,20대,경기,2020-11-12,2021-07-27,5,N,보통
CUST-11469,일반,여,40대,경기,2023-10-03,2024-09-11,1,Y,보통
CUST-11470,일반,남,40대,경기,2021-04-13,2021-11-25,2,N,높음
CUST-11471,GOLD,남,50대,경남,2023-05-10,2023-12-03,3,Y,높음
CUST-11472,일반,여,60대 이상,서울,2022-02-10,2022-10-15,4,N,보통
CUST-11473,GOLD,여,40대,경남,2022-06-25,2022-11-20,1,Y,낮음
CUST-11474,일반,여,40대,서울,2021-12-05,2022-06-08,1,N,낮음
CUST-11475,VIP,남,30대,경기,2020-02-02,2020-05-01,16,N,낮음
CUST-11476,SILVER,여,40대,충북,2020-10-16,2021-09-27,6,Y,높음
CUST-11477,일반,여,50대,경기,2022-04-30,2023-04-21,2,N,낮음
CUST-11478,일반,여,30대,충남,2021-03-14,2021-08-10,3,N,낮음
CUST-11479,SILVER,남,20대,경기,2020-02-09,2020-09-12,7,Y,낮음
CUST-11480,VIP,여,30대,경기,2020-01-02,2020-08-27,3,Y,낮음
CUST-11481,GOLD,여,20대,전북,2022-10-07,2022-12-17,19,Y,낮음
CUST-11482,SILVER,여,40대,강원,2020-10-12,2021-03-06,8,Y,높음
CUST-11483,일반,여,30대,대전,2020-12-17,2021-10-18,4,Y,낮음
CUST-11484,SILVER,여,30대,서울,2020-09-05,2020-12-01,9,N,보통
CUST-11485,SILVER,남,20대,대전,2021-03-08,2021-08-31,11,N,높음
CUST-11486,일반,여,40대,경기,2022-11-16,2023-03-08,1,N,높음
CUST-11487,일반,남,50대,경기,2020-06-15,2020-10-25,2,Y,낮음
CUST-11488,SILVER,여,20대,경기,2022-03-08,2022-10-01,4,Y,보통
CUST-11489,VIP,남,20대,경기,2022-03-04,2022-10-20,10,Y,낮음
CUST-11490,일반,남,40대,경기,2022-05-05,2022-08-02,5,N,보통
CUST-11491,일반,여,20대,충남,2021-04-21,2021-04-25,8,Y,보통
CUST-11492,VIP,남,60대 이상,대구,2020-08-22,2020-12-20,26,Y,보통
CUST-11493,VIP,여,30대,서울,2021-11-09,2022-04-15,17,Y,보통
CUST-11494,일반,여,30대,서울,2020-07-07,2021-06-30,3,N,보통
CUST-11495,SILVER,남,30대,충남,2020-05-28,2020-11-21,9,N,낮음
CUST-11496,일반,여,30대,대구,2022-02-13,2022-10-09,3,Y,보통
CUST-11497,SILVER,여,20대,서울,2023-05-21,2024-02-17,1,Y,보통
CUST-11498,일반,여,60대 이상,서울,2023-07-29,2024-01-05,4,N,보통
CUST-11499,GOLD,남,50대,충북,2021-12-19,2022-03-31,11,N,낮음
CUST-11500,일반,여,40대,경북,2020-09-11,2021-08-29,5,N,보통
CUST-11501,일반,남,40대,서울,2023-03-09,2023-05-23,5,Y,보통
CUST-11502,일반,여,20대,경남,2020-05-25,2021-05-17,1,N,보통
CUST-11503,일반,여,50대,충남,2022-04-25,2022-10-28,6,Y,보통
CUST-11504,GOLD,여,50대,인천,2021-02-28,2021-05-02,4,N,낮음
CUST-11505,SILVER,여,50대,제주,2021-06-06,2022-05-20,4,N,보통
CUST-11506,일반,남,50대,부산,2022-07-24,2023-01-18,1,N,높음
CUST-11507,SILVER,여,10대,서울,2023-03-09,2023-06-26,1,Y,낮음
CUST-11508,SILVER,여,40대,충남,2021-11-01,2022-09-16,6,N,낮음
CUST-11509,SILVER,남,30대,경기,2021-04-16,2021-08-10,12,N,낮음
CUST-11510,GOLD,남,40대,경북,2021-01-02,2021-05-22,2,N,낮음
CUST-11511,SILVER,여,30대,대구,2021-06-06,2022-04-28,5,N,높음
CUST-11512,SILVER,남,40대,경기,2022-06-14,2023-02-02,9,Y,보통
CUST-11513,일반,여,40대,경기,2023-02-05,2023-05-15,1,N,높음
CUST-11514,SILVER,남,40대,경기,2021-03-09,2021-07-06,1,Y,보통
CUST-11515,GOLD,여,60대 이상,강원,2022-10-14,2023-02-14,18,N,보통
CUST-11516,일반,남,60대 이상,충남,2020-01-16,2020-02-03,1,N,낮음
CUST-11517,일반,남,30대,서울,2021-04-15,2022-04-09,1,N,보통
CUST-11518,SILVER,여,30대,전남,2022-07-22,2023-01-12,1,N,낮음
CUST-11519,SILVER,남,10대,전남,2023-08-08,2023-12-03,5,N,낮음
CUST-11520,SILVER,남,40대,경기,2022-09-12,2023-02-19,6,N,낮음
CUST-11521,VIP,남,40대,경북,2023-05-31,2023-06-30,13,N,보통
CUST-11522,SILVER,남,50대,부산,2020-03-05,2020-11-03,12,Y,보통
CUST-11523,SILVER,여,50대,광주,2023-10-30,2023-11-06,5,Y,낮음
CUST-11524,일반,남,60대 이상,경기,2023-03-13,2024-02-07,1,N,보통
CUST-11525,GOLD,남,20대,경기,2022-02-04,2022-07-20,18,N,낮음
CUST-11526,SILVER,여,20대,부산,2022-11-19,2023-04-06,6,N,보통
CUST-11527,GOLD,남,30대,경기,2022-04-26,2022-08-11,14,Y,낮음
CUST-11528,일반,여,20대,서울,2023-10-04,2024-08-16,2,N,낮음
CUST-11529,일반,여,40대,충북,2020-10-03,2021-02-16,3,Y,낮음
CUST-11530,SILVER,여,50대,광주,2023-07-16,2024-04-04,9,N,보통
CUST-11531,SILVER,여,20대,경남,2023-08-16,2023-12-28,1,Y,높음
CUST-11532,GOLD,여,40대,경기,2022-11-21,2022-11-22,11,Y,낮음
CUST-11533,SILVER,남,30대,전북,2021-06-10,2022-01-31,3,Y,낮음
CUST-11534,GOLD,여,20대,부산,2022-12-21,2023-01-23,1,N,보통
CUST-11535,VIP,남,10대,경남,2020-03-08,2020-04-12,36,N,높음
CUST-11536,SILVER,여,40대,대구,2023-09-14,2024-04-08,5,N,낮음
CUST-11537,SILVER,남,20대,대전,2021-03-11,2021-09-08,11,N,보통
CUST-11538,SILVER,여,50대,전북,2023-06-05,2023-09-15,3,Y,보통
CUST-11539,VIP,여,20대,서울,2022-07-14,2023-03-13,27,N,보통
CUST-11540,GOLD,여,20대,서울,2022-05-03,2022-07-21,10,N,낮음
CUST-11541,SILVER,남,30대,경기,2023-12-11,2024-09-10,4,N,보통
CUST-11542,GOLD,남,60대 이상,서울,2022-06-14,2022-08-01,1,N,높음
CUST-11543,GOLD,남,40대,경기,2021-03-02,2021-06-27,15,N,높음
CUST-11544,일반,여,30대,경기,2022-04-20,2023-04-07,3,Y,보통
CUST-11545,SILVER,남,20대,광주,2022-07-09,2022-07-24,3,N,낮음
CUST-11546,일반,여,60대 이상,경북,2023-10-07,2024-07-19,2,N,낮음
CUST-11547,일반,여,40대,경북,2022-06-25,2023-03-13,5,N,낮음
CUST-11548,GOLD,여,60대 이상,경기,2022-07-29,2023-01-16,11,Y,낮음
CUST-11549,일반,여,20대,부산,2022-07-09,2022-12-13,4,Y,보통
CUST-11550,일반,여,50대,부산,2021-11-19,2022-06-15,1,Y,보통
CUST-11551,일반,여,50대,전남,2021-01-12,2021-07-07,2,Y,낮음
CUST-11552,일반,여,30대,광주,2022-01-28,2022-02-19,2,Y,높음
CUST-11553,SILVER,여,50대,서울,2022-04-28,2022-09-25,4,Y,보통
CUST-11554,GOLD,여,30대,대전,2020-02-28,2020-08-17,13,Y,보통
CUST-11555,SILVER,남,10대,인천,2021-04-11,2021-07-18,3,Y,높음
CUST-11556,일반,남,30대,전북,2021-01-30,2021-02-16,3,Y,낮음
CUST-11557,일반,여,30대,경기,2021-03-18,2021-07-21,3,Y,보통
CUST-11558,VIP,여,50대,전북,2023-02-27,2023-12-21,27,N,낮음
CUST-11559,GOLD,여,30대,서울,2020-06-22,2021-05-18,21,N,보통
CUST-11560,SILVER,남,40대,부산,2020-05-21,2020-08-05,3,Y,낮음
CUST-11561,일반,남,30대,인천,2020-11-19,2021-02-12,5,N,높음
CUST-11562,일반,남,40대,인천,2021-09-10,2021-12-19,1,N,낮음
CUST-11563,일반,여,40대,광주,2023-02-27,2023-11-17,1,N,낮음
CUST-11564,일반,여,40대,경기,2021-07-15,2021-10-02,4,Y,낮음
CUST-11565,일반,여,30대,서울,2022-03-10,2022-09-08,7,N,낮음
CUST-11566,일반,여,20대,경기,2020-08-24,2021-01-29,2,N,보통
CUST-11567,일반,여,40대,경기,2021-01-05,2021-09-28,2,Y,낮음
CUST-11568,GOLD,남,30대,경기,2020-01-05,2020-06-24,14,Y,높음
CUST-11569,GOLD,여,40대,경기,2021-08-16,2022-05-27,14,Y,높음
CUST-11570,일반,여,20대,대전,2023-11-14,2024-08-06,2,N,보통
CUST-11571,일반,여,60대 이상,서울,2020-07-13,2021-04-05,2,Y,낮음
CUST-11572,일반,여,60대 이상,경기,2023-01-10,2023-04-13,1,N,보통
CUST-11573,SILVER,남,30대,경기,2021-10-22,2022-03-01,8,N,보통
CUST-11574,GOLD,남,50대,제주,2023-01-03,2023-05-25,13,N,보통
CUST-11575,일반,여,10대,전남,2020-08-22,2021-01-26,1,N,낮음
CUST-11576,SILVER,여,30대,경북,2023-08-27,2023-12-12,5,Y,낮음
CUST-11577,일반,여,40대,서울,2022-11-11,2023-01-25,5,N,높음
CUST-11578,일반,여,50대,전북,2022-11-26,2023-03-08,5,Y,낮음
CUST-11579,일반,여,50대,부산,2023-03-25,2023-10-17,6,N,낮음
CUST-11580,VIP,남,60대 이상,강원,2023-06-30,2023-10-05,25,Y,높음
CUST-11581,일반,여,20대,경기,2021-03-08,2021-07-11,4,Y,낮음
CUST-11582,일반,남,60대 이상,경기,2021-03-11,2022-02-01,3,N,낮음
CUST-11583,일반,남,20대,전북,2023-06-18,2024-06-01,1,N,보통
CUST-11584,VIP,남,20대,경남,2023-07-04,2024-07-01,29,Y,낮음
CUST-11585,SILVER,여,10대,경기,2020-05-02,2020-12-16,1,N,보통
CUST-11586,GOLD,남,50대,강원,2023-10-10,2024-07-03,11,Y,보통
CUST-11587,일반,여,50대,경기,2023-11-10,2024-02-11,3,Y,보통
CUST-11588,일반,여,40대,제주,2022-01-27,2022-04-13,3,N,보통
CUST-11589,SILVER,남,20대,서울,2020-04-29,2021-03-26,3,N,보통
CUST-11590,GOLD,여,20대,서울,2022-10-13,2023-07-26,11,Y,보통
CUST-11591,일반,여,30대,경북,2023-08-03,2023-12-27,6,N,낮음
CUST-11592,SILVER,여,50대,경남,2022-05-13,2022-09-30,11,Y,낮음
CUST-11593,VIP,여,10대,전남,2021-06-25,2021-07-21,28,N,보통
CUST-11594,일반,여,30대,대구,2023-08-27,2024-05-24,2,Y,보통
CUST-11595,GOLD,여,40대,대구,2021-06-24,2021-10-25,17,N,낮음
CUST-11596,일반,남,30대,경기,2020-01-24,2020-08-12,4,Y,낮음
CUST-11597,일반,남,40대,전남,2020-11-14,2021-01-09,5,Y,보통
CUST-11598,일반,남,30대,인천,2023-02-03,2023-11-25,1,N,보통
CUST-11599,SILVER,남,20대,울산,2020-08-11,2021-02-05,2,Y,낮음
CUST-11600,SILVER,여,20대,서울,2022-10-31,2023-04-25,7,Y,낮음
CUST-11601,일반,남,40대,경기,2022-04-10,2023-03-13,2,N,보통
CUST-11602,일반,여,50대,제주,2022-06-02,2022-09-20,1,Y,낮음
CUST-11603,일반,남,40대,강원,2022-10-20,2022-12-23,4,N,낮음
CUST-11604,GOLD,여,40대,대구,2022-09-18,2022-10-15,14,N,보통
CUST-11605,SILVER,여,30대,전북,2021-03-03,2021-09-30,1,Y,보통
CUST-11606,GOLD,남,40대,부산,2020-04-25,2020-08-14,17,N,낮음
CUST-11607,SILVER,여,10대,전북,2023-10-08,2024-01-16,8,N,높음
CUST-11608,GOLD,여,30대,경기,2020-12-29,2021-09-14,10,Y,보통
CUST-11609,일반,여,10대,경기,2023-09-08,2024-03-23,2,Y,높음
CUST-11610,일반,남,60대 이상,충북,2023-08-05,2023-08-30,5,Y,보통
CUST-11611,일반,여,30대,전남,2022-12-20,2023-06-28,1,Y,낮음
CUST-11612,GOLD,여,60대 이상,경기,2021-07-03,2022-01-26,12,N,보통
CUST-11613,일반,여,40대,경기,2022-10-17,2023-07-06,4,Y,보통
CUST-11614,일반,남,20대,서울,2020-11-19,2021-10-13,3,Y,높음
CUST-11615,일반,여,30대,서울,2023-09-30,2024-01-03,4,N,낮음
CUST-11616,일반,남,10대,경기,2020-08-12,2021-08-08,5,N,낮음
CUST-11617,일반,남,20대,대구,2022-02-19,2023-02-19,1,N,보통
CUST-11618,일반,여,10대,부산,2021-12-31,2022-05-19,4,Y,높음
CUST-11619,SILVER,여,30대,전북,2021-08-09,2022-04-10,7,N,낮음
CUST-11620,SILVER,여,40대,서울,2022-04-30,2023-04-08,9,N,보통
CUST-11621,SILVER,여,30대,경기,2021-10-01,2022-03-28,9,N,낮음
CUST-11622,SILVER,남,40대,경기,2020-05-03,2020-05-31,1,Y,낮음
CUST-11623,일반,여,40대,전북,2023-12-05,2024-04-24,1,N,보통
CUST-11624,일반,남,60대 이상,서울,2023-01-23,2023-08-07,5,Y,낮음
CUST-11625,SILVER,남,20대,경남,2021-02-09,2022-01-08,6,Y,낮음
CUST-11626,일반,여,40대,서울,2021-01-08,2021-09-29,3,Y,보통
CUST-11627,SILVER,여,20대,경기,2020-01-25,2020-05-14,5,N,낮음
CUST-11628,GOLD,여,50대,부산,2023-03-05,2023-06-09,16,Y,낮음
CUST-11629,SILVER,남,40대,경기,2022-05-16,2022-06-17,7,N,낮음
CUST-11630,SILVER,여,20대,부산,2020-05-22,2020-08-12,4,Y,낮음
CUST-11631,SILVER,남,60대 이상,경남,2021-10-09,2021-11-15,15,Y,높음
CUST-11632,일반,남,40대,전북,2021-10-07,2021-12-22,2,Y,높음
CUST-11633,GOLD,여,10대,경기,2023-08-15,2023-08-27,18,Y,낮음
CUST-11634,SILVER,남,40대,서울,2021-02-25,2021-09-23,7,N,보통
CUST-11635,일반,여,60대 이상,전북,2022-05-07,2023-04-20,3,Y,낮음
CUST-11636,SILVER,여,10대,충남,2022-02-27,2022-11-01,11,N,낮음
CUST-11637,SILVER,남,40대,서울,2023-05-13,2024-04-03,4,N,낮음
CUST-11638,일반,여,20대,경기,2022-02-07,2022-04-19,4,Y,높음
CUST-11639,SILVER,남,60대 이상,서울,2020-12-16,2021-05-02,11,Y,낮음
CUST-11640,일반,여,30대,경남,2020-08-22,2020-12-06,2,N,낮음
CUST-11641,GOLD,여,60대 이상,울산,2020-03-14,2020-12-22,5,Y,보통
CUST-11642,일반,남,30대,경기,2023-10-30,2023-12-17,2,N,보통
CUST-11643,일반,남,50대,서울,2021-12-05,2022-05-28,3,N,낮음
CUST-11644,일반,여,20대,대구,2022-06-20,2023-01-18,2,Y,보통
CUST-11645,일반,여,40대,전북,2023-12-04,2024-04-07,4,Y,보통
CUST-11646,일반,남,20대,서울,2021-12-25,2022-05-10,1,Y,보통
CUST-11647,일반,여,20대,서울,2022-01-08,2022-11-09,1,Y,높음
CUST-11648,일반,남,30대,경기,2021-04-12,2021-11-13,1,N,낮음
CUST-11649,일반,남,50대,제주,2021-01-01,2021-09-06,3,Y,높음
CUST-11650,일반,여,60대 이상,경기,2023-05-30,2024-03-12,3,N,높음
CUST-11651,일반,남,30대,서울,2021-04-18,2021-12-18,2,N,낮음
CUST-11652,VIP,남,30대,전북,2020-02-26,2021-02-14,9,N,보통
CUST-11653,GOLD,여,30대,대구,2023-08-24,2023-12-21,7,N,높음
CUST-11654,SILVER,여,50대,경북,2020-04-03,2020-04-17,7,N,낮음
CUST-11655,일반,여,10대,서울,2023-07-29,2024-01-27,3,N,낮음
CUST-11656,일반,여,20대,울산,2023-12-06,2024-05-21,3,Y,보통
CUST-11657,일반,여,40대,경남,2023-03-27,2023-06-04,4,Y,보통
CUST-11658,VIP,여,40대,경기,2020-05-27,2021-04-25,5,N,높음
CUST-11659,GOLD,여,50대,경기,2023-07-01,2024-04-18,16,Y,낮음
CUST-11660,일반,남,50대,전북,2020-01-23,2020-07-27,1,Y,낮음
CUST-11661,SILVER,남,10대,경북,2021-07-16,2022-01-28,6,N,낮음
CUST-11662,SILVER,남,40대,경기,2021-03-08,2021-12-01,1,Y,낮음
CUST-11663,GOLD,여,10대,경기,2020-07-04,2021-06-06,15,N,낮음
CUST-11664,GOLD,여,50대,광주,2023-08-19,2024-04-04,4,Y,높음
CUST-11665,일반,여,40대,경기,2023-11-01,2024-06-21,5,N,낮음
CUST-11666,일반,남,30대,서울,2021-03-24,2021-04-09,2,Y,보통
CUST-11667,GOLD,여,20대,경기,2023-02-09,2023-06-19,18,Y,높음
CUST-11668,SILVER,여,40대,경기,2023-02-02,2023-11-12,11,N,낮음
CUST-11669,SILVER,남,10대,울산,2020-05-08,2020-08-30,1,N,낮음
CUST-11670,SILVER,여,20대,광주,2022-01-09,2022-04-17,8,N,높음
CUST-11671,일반,남,40대,경기,2023-08-14,2023-10-18,1,N,보통
CUST-11672,일반,여,40대,경기,2020-01-26,2021-01-03,2,N,낮음
CUST-11673,SILVER,여,30대,경기,2023-03-27,2023-05-13,1,Y,보통
CUST-11674,일반,여,60대 이상,인천,2023-10-24,2024-05-17,5,N,낮음
CUST-11675,일반,여,20대,전북,2020-03-30,2020-04-22,7,Y,낮음
CUST-11676,일반,남,40대,경기,2021-06-22,2021-10-02,4,Y,낮음
CUST-11677,SILVER,남,10대,대구,2021-08-05,2021-12-20,5,N,낮음
CUST-11678,SILVER,남,10대,부산,2022-10-20,2023-03-28,6,Y,낮음
CUST-11679,일반,여,50대,부산,2023-03-24,2023-03-26,2,Y,보통
CUST-11680,SILVER,여,20대,인천,2020-08-07,2021-02-14,1,N,높음
CUST-11681,GOLD,남,30대,경기,2023-08-22,2023-11-22,8,N,보통
CUST-11682,일반,남,30대,부산,2020-11-22,2021-06-01,4,N,낮음
CUST-11683,SILVER,남,50대,경기,2021-09-07,2022-07-17,4,Y,보통
CUST-11684,일반,여,60대 이상,경북,2020-04-30,2020-10-21,2,N,보통
CUST-11685,일반,남,20대,경기,2022-10-06,2022-12-24,1,Y,보통
CUST-11686,VIP,여,40대,대구,2022-05-16,2022-10-25,23,Y,낮음
CUST-11687,일반,여,20대,강원,2020-07-01,2021-05-07,4,Y,보통
